name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Mansoura, Egypt",2023-12-17,22.9,13,17.3,22.9,13,17.3,14.1,83.1,0,0,0,,0,0,27.4,13.3,7.5,1022.5,64.1,21.7,117.5,10.2,5,10,2023-12-17T06:46:20,2023-12-17T16:54:36,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2023-12-18,22.8,14.9,17.9,22.8,14.9,17.9,13.8,78.7,0,0,0,,0,0,33.8,16.9,6.9,1021.4,49,21.8,140,12.1,6,10,2023-12-18T06:46:55,2023-12-18T16:55:00,0.19,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2023-12-19,21.8,14.2,17.1,21.8,14.2,17.1,11.8,72.9,0,0,0,,0,0,32.8,16.2,33.3,1019.5,40.1,22.3,140.1,12.1,6,10,2023-12-19T06:47:29,2023-12-19T16:55:25,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2023-12-20,21.6,13.1,16.7,21.6,13.1,16.7,11.4,72.1,0,0,0,,0,0,20.9,9.4,39.4,1016.1,91.1,22.3,90.9,7.9,4,10,2023-12-20T06:48:02,2023-12-20T16:55:52,0.26,Overcast,Cloudy skies throughout the day.,cloudy,"62325099999,remote"
"Mansoura, Egypt",2023-12-21,20.8,12.4,15.8,20.8,12.4,15.8,10,69.6,0,0,0,,0,0,43.2,21.6,215.8,1011.1,70.3,21.6,90.4,7.8,5,10,2023-12-21T06:48:34,2023-12-21T16:56:20,0.3,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2023-12-22,20.5,10,14.8,20.5,7.9,14.7,7.3,61.9,0,0,0,,0,0,50.8,25.6,228,1012,20.9,21.8,139.3,12,6,10,2023-12-22T06:49:04,2023-12-22T16:56:50,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2023-12-23,20.8,13.1,16.6,20.8,13.1,16.6,10.9,70.2,0,0,0,rain,0,0,47.5,23.4,236.7,1013.8,46.9,22.3,107.3,9.4,5,10,2023-12-23T06:49:33,2023-12-23T16:57:21,0.37,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2023-12-24,22.3,14.2,17.2,22.3,14.2,17.2,12.6,76,0,0,0,rain,0,0,30.2,14.4,259.4,1018.1,59.4,23.5,123.8,10.7,6,10,2023-12-24T06:50:01,2023-12-24T16:57:53,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2023-12-25,22.9,12.8,16.9,22.9,12.8,16.9,13.4,81.9,0,0,0,rain,0,0,17.3,8.3,296.7,1021.6,50.9,22.9,136,11.7,5,10,2023-12-25T06:50:27,2023-12-25T16:58:27,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2023-12-26,22.8,12.9,17.2,22.8,12.9,17.2,13.3,79.9,0,0,0,,0,0,31,15.8,30.4,1021.3,38.3,21.7,137.7,12,5,10,2023-12-26T06:50:52,2023-12-26T16:59:02,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2023-12-27,22.3,13.3,17.1,22.3,13.3,17.1,14,83.2,0,0,0,rain,0,0,34.2,16.9,323.1,1018.6,47.8,21.5,123.9,10.5,5,10,2023-12-27T06:51:15,2023-12-27T16:59:39,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"62325099999,remote"
"Mansoura, Egypt",2023-12-28,22.4,15.4,18.1,22.4,15.4,18.1,14.9,83.1,0.6,100,12.5,rain,0,0,36,16.6,351.4,1020.9,65.5,20.3,89.8,7.7,5,10,2023-12-28T06:51:37,2023-12-28T17:00:16,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"62325099999,remote"
"Mansoura, Egypt",2023-12-29,23.1,14,17.4,23.1,14,17.4,13.2,78.8,0,0,0,,0,0,30.6,15.5,4.5,1021.8,34.3,24.1,139.7,12.1,6,10,2023-12-29T06:51:57,2023-12-29T17:00:55,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
"Mansoura, Egypt",2023-12-30,22.2,12.2,16.6,22.2,12.2,16.6,12.2,77.9,0,3.2,0,,0,0,23.8,11.5,11.7,1021.1,54.9,24.1,123.4,10.8,6,10,2023-12-30T06:52:16,2023-12-30T17:01:35,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,remote
